,Controller1.dump,Grid1.flag_warning,Consumption_kW,Energy_MWh,CO2_Intensity,CO2_emissions_kg,Cumulative_CO2_kg,Cumulative_CO2_tonnes
2012-02-01 19:30:00,-155.91436292116535,1,155.91436292116535,0.038978590730291335,222.6007821499955,8.676664783667416,156.4085550356929,0.1564085550356929
2012-02-01 19:45:00,-97.20252784925732,0,97.20252784925732,0.024300631962314332,220.48308364880927,5.357878269665879,161.7664333053588,0.16176643330535878
2012-02-01 20:00:00,-71.0484317,0,71.0484317,0.017762107925,218.9904787351131,3.8897325178404962,165.65616582319927,0.16565616582319928
2012-02-01 20:15:00,-27.277375,0,27.277375,0.00681934375,216.27983587616288,1.4748865470331372,167.13105237023242,0.16713105237023243
2012-02-01 20:30:00,-28.4621014,0,28.4621014,0.0071155253500000005,214.61477950253064,1.5270969040349172,168.65814927426734,0.16865814927426734
2012-02-01 20:45:00,-25.2428799,0,25.2428799,0.006310719974999999,213.3274568823738,1.3462498433635475,170.0043991176309,0.1700043991176309
2012-02-01 21:00:00,-23.1226495,0,23.1226495,0.0057806623750000004,211.9244182182262,1.225063510737865,171.22946262836876,0.17122946262836877
2012-02-01 21:15:00,-22.8722749,0,22.8722749,0.005718068725,210.01797069695195,1.2008971899302074,172.43035981829897,0.17243035981829896
2012-02-01 21:30:00,-19.80657506764072,0,19.80657506764072,0.00495164376691018,207.4404197314322,1.0271710613683778,173.45753087966733,0.17345753087966734
2012-02-01 21:45:00,-19.135236806457165,0,19.135236806457165,0.004783809201614291,204.3103278280093,0.9773816262484633,174.4349125059158,0.1744349125059158
2012-02-01 22:00:00,-21.035028097508334,0,21.035028097508334,0.005258757024377084,200.75380832237107,1.0557154996857196,175.49062800560154,0.17549062800560153
2012-02-01 22:15:00,-17.51367943696301,0,17.51367943696301,0.004378419859240752,197.5330942252104,0.8648828226129359,176.35551082821448,0.1763555108282145
2012-02-01 22:30:00,-8.803795683941608,0,8.803795683941608,0.002200948920985402,194.85554813027542,0.42886710840534875,176.78437793661982,0.17678437793661983
2012-02-01 22:45:00,-10.154271466288575,0,10.154271466288575,0.0025385678665721437,190.3319125678754,0.48317047722802725,177.26754841384783,0.17726754841384784
2012-02-01 23:00:00,-8.977619262384632,0,8.977619262384632,0.002244404815596158,186.1035417552736,0.41769168531503675,177.68524009916288,0.1776852400991629
2012-02-01 23:15:00,-5.899152133284834,0,5.899152133284834,0.0014747880333212085,184.6989427486647,0.2723917905328097,177.9576318896957,0.1779576318896957
2012-02-01 23:30:00,-11.582110744416488,0,11.582110744416488,0.002895527686104122,182.97583676949853,0.5298116012541516,178.48744349094986,0.17848744349094986
