,Controller1.dump,Controller1.res_load,Battery1.soc,Controller1.flow2b,PV1.pv_gen,Wind1.wind_gen,Load1.load_dem,Grid1.flag_warning,Consumption_kW,Energy_MWh,CO2_Intensity,CO2_emissions_kg,Cumulative_CO2_kg,Cumulative_CO2_tonnes
2012-01-01 20:30:00,-26.42494474007817,71.43494474007817,14.501,-45.00999999999999,0.0,0.4604733599218347,71.8954181,0,26.42494474007817,0.006606236185019543,214.61477950253064,1.4177959221896084,72.28340516352846,0.07228340516352846
2012-01-01 20:45:00,-4.700561269454397,37.2105612694544,13.251,-32.51,0.0,0.3655777305456004,37.576139,0,4.700561269454397,0.0011751403173635992,213.3274568823738,0.2506896953831223,72.53409485891157,0.07253409485891157
2012-01-01 21:00:00,-0.0,-269.34350440000003,12.348,269.34350440000003,0.0,300.0,30.6564956,0,0.0,0.0,211.9244182182262,0.0,72.53409485891157,0.07253409485891157
2012-01-01 21:15:00,-0.0,-267.318094,14.598,267.318094,0.0,300.0,32.681906,0,0.0,0.0,210.01797069695195,0.0,72.53409485891157,0.07253409485891157
2012-01-01 21:30:00,-0.0,24.33882625306285,16.848,-24.33882625306285,0.0,0.4997411469371421,24.8385674,0,0.0,0.0,207.4404197314322,0.0,72.53409485891157,0.07253409485891157
2012-01-01 21:45:00,-0.0,24.014891280029595,16.172,-24.014891280029595,0.0,0.3029713199704061,24.3178626,0,0.0,0.0,204.3103278280093,0.0,72.53409485891157,0.07253409485891157
2012-01-01 22:00:00,-0.0,25.578161424082555,15.505,-25.578161424082555,0.0,0.3190969759174468,25.8972584,0,0.0,0.0,200.75380832237107,0.0,72.53409485891157,0.07253409485891157
2012-01-01 22:15:00,-0.0,22.7623479535666,14.794,-22.7623479535666,0.0,0.1769540464334025,22.939302,0,0.0,0.0,197.5330942252104,0.0,72.53409485891157,0.07253409485891157
2012-01-01 22:30:00,-0.0,22.82048051386225,14.162,-22.82048051386225,0.0,0.444638386137751,23.2651189,0,0.0,0.0,194.85554813027542,0.0,72.53409485891157,0.07253409485891157
2012-01-01 22:45:00,-0.0,-281.1372948,13.528,281.1372948,0.0,300.0,18.8627052,0,0.0,0.0,190.3319125678754,0.0,72.53409485891157,0.07253409485891157
2012-01-01 23:00:00,-0.0,9.294081069152382,15.778,-9.294081069152382,0.0,0.4881197308476178,9.7822008,0,0.0,0.0,186.1035417552736,0.0,72.53409485891157,0.07253409485891157
2012-01-01 23:15:00,-0.0,9.29633652740308,15.52,-9.29633652740308,0.0,0.44103647259692,9.737373,0,0.0,0.0,184.6989427486647,0.0,72.53409485891157,0.07253409485891157
2012-01-01 23:30:00,-4.451159731472245,57.07115973147225,15.262,-52.620000000000005,0.0,0.4327077685277534,57.503867500000005,0,4.451159731472245,0.0011127899328680613,182.97583676949853,0.20361366911520762,72.73770852802679,0.07273770852802679
